,Data,User,Pesan,Jam,Tanggal
105,106,"Iyan YPEko BawonoApt, Yulianto Wijaya S Farm, RTA (FRED)ZainApt, Yulianto Wijaya S Farm, RTA (FRED)Iyan YPDessy FangApt, Yulianto Wijaya S Farm, RTA (FRED)Iyan YPBenhanDessy Fanghmin918Hendro MasoriApt, Yulianto Wijaya S Farm, RTA (FRED)Hendro MasoriDessy FangApt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
jgn lupa harus punya skill analisa sehingga bisa membuat konsensus yg bisa memutuskan utk mengambil kesimpulan buy, hold or sell
Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Klo sy jujur lebih kuat fear nya dr pd fomo,
Lbh gampang cutloss drpd TP krn panik.
Akibatnya keseringan abis cutloss eh malah terbang  

Trs akhirnya pelan2 belajar TA (walopn masih remahan rengginang) tp setidaknya portfolio ud much better
Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up
avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
Membalas : Klo sy jujur lebih kuat fear nya dr pd fomo, Lbh gampang cutloss drpd TP krn panik. Akibatnya keseringan abis cutloss eh malah t
Mbak Dessy mustinya bersyukur. Gak banyak yg lebih gede fearnya. Meski juga sama sama merugikan, paling nggak lossnya gak akan sedalam yg lebih gede greed nya
Membalas : Average down itu juga ada kelemahannya. Saya kasih itungan2 nya di video saya. Average down vs average up
av down juga harus ada batas bawah.. sampai harga berapa... dan cut loss di mana
Membalas : Mbak Dessy mustinya bersyukur. Gak banyak yg lebih gede fearnya. Meski juga sama sama merugikan, paling nggak lossnya gak akan s
Iya pak  
Ada 3 sumber pengetahuan:
1. Ikuti kata guru, pemimpin, master, karena kita percaya mereka
2. Hasil analisa sendiri, deduksi logis dari teori yg ada, textbook, kata2 guru 
3. Hasil pengalaman sendiri.

Dari ketiga itu, yg nomor tiga yg akan menghasilkan wisdom milik pribadi dan akan sangat melekat.
Contoh: 
1. Api itu panas, kata ortu, jadi pasti benar.
2. Api itu panas, karena menurut teori bla bla bla maka akan menghasilkan heat, masuk akal.
3. Api itu panas karena saya sentuh dan terbakar.

Pengetahuan hasil dari pengalaman langsung adalah sumber kebijaksanaan terbaik
Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
setuju om
Membalas : setuju om
hallo om...apa kabar??
Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
Nah ini... akhirnya sy belajar strategi avg down & avg up, juga TP sebagian..

Cicil beli cicil jual..
Membalas : hallo om...apa kabar??
baik om fred
Membalas : avg down itu hrs ada strateginya, avg down/ avg up saat trend naik itu bagus....menurut gw yaa
avg down saat trend turun karena kita ga pernah tau dimana low harga suatu emiten (semua hanya prediksi/ analisa aja) —-> bunuh diri namanya (menurut gw)
Membalas : “If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss? When thin
mencerahkan
Membalas : baik om fred
msh di tempat lama ??
Selamat pagi sobat TT. Smga sll sehat.
avg down or up kalo sudah ada startegi TA, story fundamental perusahaan, atur money management harusnya aman.",10:46:48 AM,Saturday March 27 2021
106,107,Hendro Masori,Sudah paham sebenernya resiko loss di saham itu ada. Tapi pada saat itu terjadi susah sekali untuk mengambil keputusan cut loss...,10:46:31 AM,Saturday March 27 2021
107,108,Hendro Masori,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Ini yg saya lakukan selama ini dan juga pernah saya jelasin di grup ini.
",10:42:49 AM,Saturday March 27 2021
108,109,Benhan,"Membalas : Keren
Saya lagi mau coba ini di next trade: never average down. 
Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunity lain.

Contoh kalau kita cutloss 3% di 5 trade, next trade cukup 3 saja yg profit 5% untuk bayar balik lossnya (asumsi volumenya sama).
Dan di bullish market lebih besar chance profit tinggi tercapai.
Daripada menunggu arah harga saham berbalik sambil average down.
“When you buy or sell a stock and it does not act right immediately or start to move in your favor within a reasonable length of time, get out of it. Your judgment gets worse the longer you hold on and hope for the market to go your way, and at extremes you always do the wrong thing. It is much better to take a quick loss of 2, 3, or 5  points than to hold on and hope and eventually take anywhere from a 10 to a 50-point loss.”
“If stocks won’t go your way, you must go their way.

Always go with the tide; never buck it. 

If you were on a railroad track and saw a train coming at 60 miles an hour, would you stand there and hope that the train would stop before it hit you, or would you hope that maybe you could knock it off the track? Of course you wouldn’t. You would get out of the way and do it quick. 

You should do the same thing in the stock market -- Get out; let them go by, or get aboard and ride with them.”",10:36:33 AM,Saturday March 27 2021
109,110,Dessy FangAgusINDF 3000Fikar Cita,"kabisat = isat ya ??    
Jangan lupa pake Indyhome biar trading lancar
*pdhl sering lemot  
lebih enak trading IN PC-W ooyy, dari pada di Hape..
Ini adalah foto
Membalas : “If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss? When thin
Keren",,Saturday March 27 2021
110,111,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ISAT :rocket:
 ",10:14:28 AM,Saturday March 27 2021
111,112,heryAlfian,"ISAT :rocket:
Membalas : Photo
ah, ini maksudnya   ",10:08:01 AM,Saturday March 27 2021
112,113,BillyHendro MasoriWan888,"Wood
    
:rocket::rocket: 
Ini adalah foto",9:58:19 AM,Saturday March 27 2021
113,114,Billy,"Luck ganti ini aja  
Ini adalah foto",9:57:33 AM,Saturday March 27 2021
114,115,Bow,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Yaah udah ada SAMEnya ternyata.. Ga teliti.. Hahaha",9:57:14 AM,Saturday March 27 2021
115,116,Wan888,"Membalas : Luck di anulir hahaha
 ",9:57:05 AM,Saturday March 27 2021
116,117,Billy,"Membalas : Assa, same, luck, wiim
Luck di anulir hahaha",9:56:24 AM,Saturday March 27 2021
117,118,Bow,SAME SAME ya semua.. Selamat pagii juga..  ,9:55:39 AM,Saturday March 27 2021
118,119,Ferry Setiawan,"Hahaha... Siap hu, akhir akhir  ini sibuk kerjaan kantor jadi jarang keliling group tele     semoga nggak kelewat pas lagi adain voice chat ya hu",9:55:33 AM,Saturday March 27 2021
119,120,Wan888,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Assa, same, luck, wiim",9:55:30 AM,Saturday March 27 2021
120,121,Hendro Masori,"Jiaaahhhh
Topiknya bebasssss",9:52:12 AM,Saturday March 27 2021
121,122,Ferry SetiawanRui :rocket:🛩:speedboat::dancer:🏽,"Membalas : GOOD morning ci :rocket:
Samelamat pyfagi koh 🏽 🏽... duh typo  :rocket::rocket:
Membalas : Ini lain kali musti sharing next voice chat
Siap hu, asal jangan susah susah topik nya... Masih belajaran hu",9:49:33 AM,Saturday March 27 2021
122,123,Angga Bhara,Yukss mumpung hari libur qt wisata ke taman AGRO agar fress hari senin,9:48:34 AM,Saturday March 27 2021
123,124,BhagasBilly,"Membalas : Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir... 🤔🤔 🤣🤣🤣 Pagi2 baca grup isinya bagus bagus
GOOD morning ci :rocket:
Membalas : Lha ya toh pak, full of containers pula... Jadi masyarakat U.S. gak jadi beli barang/jasa, beli saham saja, ATH lagi deh itu in
   bener pak bisa jadi   ",9:47:40 AM,Saturday March 27 2021
124,125,AldoRui :rocket:🛩:speedboat::dancer:🏽Hendro MasoriFerry Setiawan,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
Pagi hu HM...  
Hahahaha bukaaaan. Nanti ada yg beli pulak
Membalas : Pagi hu HM...  
Ini lain kali musti sharing next voice chat
Membalas : Pagi hu HM...  
Nah Hu Ferry muncul, selamat pagi  🏽 🏽 
huakakaka mendadak habis di sebut bangkit dari kubur   ☠☠",9:46:12 AM,Saturday March 27 2021
125,126,Rui :rocket:🛩:speedboat::dancer:🏽,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir... 🤔🤔

🤣🤣🤣

Pagi2 baca grup isinya bagus bagus :hearts:",9:46:10 AM,Saturday March 27 2021
126,127,Billy,"Membalas : Luck, wiim, assa apa same. Tambah pusing 🤔🤔
   Btw tahun ini tahun kabisat bukan ya om",9:46:01 AM,Saturday March 27 2021
127,128,Aldo,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
waduh kode “Envy” nih   ",9:45:56 AM,Saturday March 27 2021
128,129,Shimano Aditya,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Udah gk jaman pake KTA koh, sekarang ERAA nya pinjol",9:45:42 AM,Saturday March 27 2021
129,130,Ronny,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Luck, wiim, assa apa same. Tambah pusing 🤔🤔",9:45:00 AM,Saturday March 27 2021
130,131,Hendro Masori,Iya. Fokus diri sendiri. Gak boleh envy sama orang lain,9:44:55 AM,Saturday March 27 2021
131,132,Ferry SetiawanBilly,"Membalas : Pinjem duit KTA dulu malam ini, senen haka.
Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck.... 🤣
Membalas : hu @Ferry234 ikutan dong. dah lama nih  
Holaaa...saya kemarin join di akhir akhir lho hu",9:43:49 AM,Saturday March 27 2021
132,133,Ronnyericko LMamba MentallityMeneer Greg,"Membalas : nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum
Lha ya toh pak, full of containers pula...

Jadi masyarakat U.S. gak jadi beli barang/jasa, beli saham saja, ATH lagi deh itu index mereka  
Membalas : kode nih, udh keluar LK nya kan pak q4   
Kayaknya blm
Membalas : Kayaknya blm
iya belum ternyata  
Membalas : Aduh jgn dlu break belum penuh sepeda nya   
Pinjem duit KTA dulu malam ini, senen haka.",9:40:25 AM,Saturday March 27 2021
133,134,BillyFajar Oktavariaericko LBillyBhagas,"Membalas : See this in different perspective, This Suez story is perfect reason for producer to hike prices, gain more profits on supply d
nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum  
Membalas : Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini
Eh sepeda wiimcycle masih ada ga sih.. Pngn Nostalgia 🤣
Membalas : Eh sepeda wiimcycle masih ada ga sih.. Pngn Nostalgia 🤣
kode nih, udh keluar LK nya kan pak q4   
Membalas : kode nih, udh keluar LK nya kan pak q4   
sudah kode sepeda dari kemarin kayanya 🧐
Membalas : kode nih, udh keluar LK nya kan pak q4   
Emang sudah ada?  ",9:34:03 AM,Saturday March 27 2021
134,135,ericko LAAN,"Saya ijin KBAG keuangan dulu pak kalau mau cutloss....  
Membalas : See this in different perspective, This Suez story is perfect reason for producer to hike prices, gain more profits on supply d
narasi skenario memang selalu bisa dibuat ya pak",9:33:07 AM,Saturday March 27 2021
135,136,Meneer Greg,"Membalas : Photo
See this in different perspective,

This Suez story is perfect reason for producer to hike prices, gain more profits on supply disruption issue.

Kok ya pas sama disbursement cash stimulus, alasannya kapal sebesar itu ketiup angin dari samping (eh?, lho kok gampang..)

Just saying  
",9:31:19 AM,Saturday March 27 2021
136,137,Ronny,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya 🤣 
Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini",9:31:05 AM,Saturday March 27 2021
137,138,KAYLA,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
SSMS ✍️✍️✍️",9:28:01 AM,Saturday March 27 2021
138,139,Bhagas,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya 🤣 
saya CTRA juga bingung...membangun CTRA?  ",9:25:41 AM,Saturday March 27 2021
139,140,Hendro Masori,"Wkwkwkwkwk
Sekilas kayak kursus bahasa Inggris ya Pak.  ",9:24:30 AM,Saturday March 27 2021
140,141,AAN,Sahamku LPPF bingung dirangkai jadi kata apa ya 🤣 ,9:24:09 AM,Saturday March 27 2021
141,142,Ben BöhmerDiana ajaaa:rocket::rocket::rocket:,"Membalas : Real trader use android soalnya pak    
   
Kenapa pada bikin kata2 mutiara dr saham pegangan  ",9:19:28 AM,Saturday March 27 2021
142,143,Bhagas,"Membalas : Hidup sebelum jaman wa dan tele memang KRAS
jaman belum bisa mock atau demo trade KRAS pula pak",9:19:15 AM,Saturday March 27 2021
143,144,Fajar Oktavaria,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
java dan symbian   ",9:18:37 AM,Saturday March 27 2021
144,145,Tommy Daniel,"Membalas : Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS! Bahkan G
Setuju kakak... pasang stop loss ditiap posisi. Upgrade to trailing stop buat take profit.

Karena take profit itu juga sama penting nya dengan stop loss. Supaya bisa lihat account kita grow atau tidak.",9:13:13 AM,Saturday March 27 2021
145,146,Meneer GregEd Suwu,"Membalas : Hidup sebelum jaman wa dan tele memang KRAS
Iya pak ga ber- fren
Membalas : Photo
Wkwkk

Suez 2.0 ya pak  ",9:10:16 AM,Saturday March 27 2021
146,147,Benhan,"“If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss?  

When things are getting worse, day by day in every way, why do your best to make them get worse in every way? Stop the loss before it is eternally too late. 

Every trader should remember that the weakest point of all is overtrading, and the next, failing to place a stop loss order, and the third fatal mistake of all, averaging a loss. 

Eliminate these three mistakes and you will make a success. Cut short your losses, let your profits run,  pyramid or increase your buying or selling when the market is moving in your favor, not when it is going against you.”",9:10:15 AM,Saturday March 27 2021
147,148,Ronny,Hidup sebelum jaman wa dan tele memang KRAS,9:09:23 AM,Saturday March 27 2021
148,149,DenmasBams,"Jangan putus ASSA teman"" Trader angkt corona. Tetap semangat :on: ",9:09:03 AM,Saturday March 27 2021
149,150,Hendro Masori,"Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.  
",9:08:03 AM,Saturday March 27 2021
150,151,Benhan,"Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS!
Bahkan Gann menulis ini sebagai Rule utama kalau mau trading:

“If you have not the firmness, will power, and determination to  protect every trade with a stop loss order, do not start trading, for you will fail.”

Ini tulisan hampir 100 tahun lalu lho dan masih valid sampai skrg walau trading sudah pakai OLT",9:07:53 AM,Saturday March 27 2021
151,152,ZendyDenmasBams,"Wiih ngode  .. SAME on you Pak..
AKRAnkah terus seperti ini?",9:06:48 AM,Saturday March 27 2021
152,153,Angga BharaRonny,"Membalas : A real trader be like... Beli dikit naik banyak beli banyak turun banyak 🤪
Intinya android apa iphone hu? 🤣🤣🤣
Membalas : Intinya android apa iphone hu? 🤣🤣🤣
AnDOID pak. Wkwkwkwk",9:04:25 AM,Saturday March 27 2021
153,154,Billy,A real trader be like... Beli dikit naik banyak beli banyak turun banyak 🤪,9:03:54 AM,Saturday March 27 2021
154,155,rudy yap,A real trader never gets piss off at the market.,9:00:53 AM,Saturday March 27 2021
155,156,R O N I :registered: :copyright:,"Membalas : Sama kek the real man use three pedals
The real man use sendal pak de  ",9:00:16 AM,Saturday March 27 2021
156,157,Hendro Masori,"Sama kek the real man use three pedals
Apa yg pake matic bukan the real man.  ",8:57:35 AM,Saturday March 27 2021
157,158,Fajar OktavariaHendro MasoriAngga BharaBenhanHendro Masori,"Membalas : Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user
Hahahahha becanda bapaaak
Membalas : Jd berasa flash back jaman doeloe sma smp malam2 suka dengerin radio.. Ini gantinya sekarang stlh puluhan tahun ga dengerin radi
Pakai request lagu Bu lain kali ke Pakdhe biar kayak radio beneran hehe
Ini adalah foto
Halahhh
Iya bukan, saya cuma remahan ritel aja pak   @rnyho @hmasori",8:55:39 AM,Saturday March 27 2021
158,159,Ronny,"Membalas : Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user
Berarti bapak bukan real trader
Hahahaha bercanda pak   ",8:55:28 AM,Saturday March 27 2021
159,160,Fajar Oktavaria,"Membalas : Real trader use android soalnya pak    
Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user  ",8:54:42 AM,Saturday March 27 2021
160,161,Hendro Masori,"Membalas : Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tama
Hahhaaha. True",8:52:01 AM,Saturday March 27 2021
161,162,Andreas Teddyericko Lalit wigunawanRonnyAndrianhery,"Membalas : Real trader use android soalnya pak    
  
kalau saya iphone ga cocok di saya kekecilan dan harganya kegedean hahaha
Membalas : Photo
Kebanyakan barang dari us kan dari china. Us ke china tinggal lewat samudra pasifik, ga lewat suez. 
Yg ribet eropa
Membalas : Halah apalagi ini baru denger
Sistem ya kaya HT pak de
Membalas : Kebanyakan barang dari us kan dari china. Us ke china tinggal lewat samudra pasifik, ga lewat suez. Yg ribet eropa
    berarti komoditi gajadi surge up
Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tamak pasti dihajar habis

Saya jadi ingat quote di buku yang pernah saya baca, ""bull makes money, bear makes money, but pig gets slaughtered""
",8:47:20 AM,Saturday March 27 2021
162,163,Hendro Masori,"Saya dulu iPhone fan boy
2016 hijrah and will never comeback
 ",8:46:08 AM,Saturday March 27 2021
163,164,RonnyHendro Masori,"Membalas : Real trader use android soalnya pak    
Hahahahaha couldn't more agree.
Membalas : Hahahahaha couldn't more agree.
   ",8:45:23 AM,Saturday March 27 2021
164,165,ericko LRonny,"Membalas : clubhouse dah sepi  
Real trader use android soalnya pak    
pak meneer ada niat buat terusan baru? pengganti suez canal 
Ini adalah foto",8:43:38 AM,Saturday March 27 2021
165,166,Hendro Masori,"Membalas : Karena seberapa besar modalpun, resiko tetep sama di bursa. Resiko selalu tinggi. Jadi kalau sudah untung banyak, duit harus dit
Nah bener. Ini juga pelajaran mahal saya dari dunia saham.
",8:11:34 AM,Saturday March 27 2021
166,167,Dessy FangMbah Bedjo,"Bener kata pak @JuthaBram td malah mumpung para senior suhu² sprt pak @hmasori lg berbalik hati mau mengajari,yuk kita² penghuni grup belajar sama² , jgn cuma nyampah dgn kata² mutiara ""besoookk IKAN TONGKOL ara, arakan ndar
Thanks for sharing hu Billy pakde @hmasori & tmn2 lainnya  
Membalas : Temen2. Sekarang ini saat yang tepat untuk instropeksi dan evaluasi apa yg sudah anda kerjakan di dunia saham. Kalau buat saya p
✍✍✍
",7:57:29 AM,Saturday March 27 2021
167,168,Hendro Masori,"Membalas : Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyam
Susah dihindari kalau ini Pak. Semakin besar pasti semakin grup semakin beragam. Saya coba untuk jaga semampu saya
Membalas : Sifat manusia sama ya pak lurah    Mau itu angkatan 2008 98.. Pasti ada aja yg model kaya gini.. Beda nya sama skrg.. Ya cuma
Iya bener termasuk direkturnya KARK
Kisah dari OB jadi direktur dan berakhir bunuh diri
Correct!
",7:50:07 AM,Saturday March 27 2021
168,169,DirgaBillyHendro MasoriMbah Bedjo,"Membalas : Sama sama Pak
Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyampah jd makin susah baca chat yg dh ratusan,
Temen2. Sekarang ini saat yang tepat untuk instropeksi dan evaluasi apa yg sudah anda kerjakan di dunia saham. Kalau buat saya pertanyaan yg harus anda ajukan ke diri anda bukanlah nanya kenapa bisa loss....

Tapi tanyakan ke diri anda apakah anda masih punya passion di dunia saham? Kalau ada dan sangat kuat, barulah kita ke next question nya tadi. Cek lagi kenapa selama ini anda masih loss....
Membalas : Halah ini juga sama.    
Sifat manusia sama ya pak lurah   
Mau itu angkatan 2008 98.. Pasti ada aja yg model kaya gini.. Beda nya sama skrg.. Ya cuma tingkat exposure di media nya aja.. Dlu yg gantung diri karena saham juga banyak cuma yg tau hanya org2 market aja
Membalas : Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung be
Jujur yg paling serem ya, org yg udah paling jago dan untung besar pun masih bs bangkrut karena kenekatan mereka, seperti Jesse Livermore dan Dennis Richards

Memang harus selalu remind diri sendiri utk gk boleh maruk dan ALWAYS dijaga risk managementnya  ",7:49:14 AM,Saturday March 27 2021
169,170,Hendro Masori,"Membalas : Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung be
Sama sama Pak",7:46:46 AM,Saturday March 27 2021
170,171,Andrian,"Membalas : saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?
akra pak bisa dilirik",7:46:12 AM,Saturday March 27 2021
171,172,Hendro Masori,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Halah ini juga sama.    ",7:46:11 AM,Saturday March 27 2021
172,173,Dirga,"Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
baru mulai aktif lagi mantau grup TT 3-4 hari terakhir. Berasa bgt dpt dpt daging tiada tara dari sharing2 suhu disini, especially this one!

Baru aja kemarin drop karena ngalamin pengalaman serupa. Skarang jd semangat lagi  

Semakin jatuh, motivasi utk bangkit dan belajar lebih giat smakin besar memang ya  ",7:45:31 AM,Saturday March 27 2021
173,174,Mbah BedjoHendro Masori,"Sampe ada masa ambil cash dari kartu kredit. Untungnya sama. Gak sampe terjerat ga bisa bayar.  
Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung belum terlambat bisa saya cegah, kalau enggak mungkin dh sprt kasus yg terjun dr lantai 23 kemarin, makasih lho pak @hmasori  nasehatnya berguna utk menasehati teman saya  ",7:44:24 AM,Saturday March 27 2021
174,175,Hendro Masori,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Lah ini juga sama.  
",7:42:43 AM,Saturday March 27 2021
175,176,Anjar Wilujeng,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
🤣🤣🤣",7:41:37 AM,Saturday March 27 2021
176,177,Hendro Masori,"Membalas : Maaf mau tanya. Ko kode sales nya kayaknya sama ya dg sebelah?
Gapapa memang ada beberapa grup pake kode salesnya Rangga
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Kisah saya mirip dengan Hu Billy. Di awal2 trading judulnya penasaran itu membunuhmu...",7:40:09 AM,Saturday March 27 2021
177,178,Andre Salim,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
savage",7:39:46 AM,Saturday March 27 2021
178,179,rahmadJay Jay,"Membalas : saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?
Maksudnya apa?yg terkait ke ekosistem oil atau hanya produsen?
Membalas : Maksudnya apa?yg terkait ke ekosistem oil atau hanya produsen?
mungkin produsen ya pak karena mau saya hubungkan ke kenaikan harga oil
",7:36:35 AM,Saturday March 27 2021
179,180,Ardiyan Bagas,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Mantab ini mah double kill",7:32:38 AM,Saturday March 27 2021
180,181,DavidBilly,"Membalas : Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem
Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa   
Jd senin haka apa nih teman2 yg blm rebound? Mau all in plus margin",7:27:52 AM,Saturday March 27 2021
181,182,rahmad,"saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?",7:27:47 AM,Saturday March 27 2021
182,183,Angga BharaDaniel BongJay JayDaniel Bong,"Byk bank bank kecil
Membalas : Habit tulis sms kebawa ke zaman medsos   just kidding Pak.. Boleh share link?
Cek di investing aja. Uda banyak berita kok
Temen disini waktu covid bulan Maret ada yg potensi loss sampai 70% tapi habis skg sdh berbalik profit hampir 100%..klau ada angkat jempol nya   
Maret 20 ya bukan yg skg
Skrg masih lost 22jt pak saya hehe mau berjuang terus ini pak rajin belajar",7:14:23 AM,Saturday March 27 2021
183,184,Jaidie,"Membalas : Saham mana yg arb berhari2
IKAN mungkin wkwk",7:12:40 AM,Saturday March 27 2021
184,185,HendraSoebiantoBayu Anggara,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem bank kan cicilan per bulan hehe
Membalas : New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d
Habit tulis sms kebawa ke zaman medsos   just kidding Pak..

Boleh share link?
Membalas : Video
Saham mana yg arb berhari2",7:09:37 AM,Saturday March 27 2021
185,186,Daniel BongKaanz✓,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Wah emnng bener ya hu Billy kalo memang, pake uang panas bisa merubah pola pikir dan mindset kita saat bertrading saham, yang tadinya enjoy the market seketika menjadi fomo dan ingin cepet"" kaya dengan instan berharap agar dapat menutupi hutangnya, sehingga psikologis nya terganggu dan akhirnya trading sistem nya berubah dan ujung"" nya boncos sendiri, saya setuju dengan para suhu"" senior di sini dengan start with small, ada satu mindset saya pernah baca buku, yang terpenting bukan bagaimana dari modal 10jt bisa jadi berapa? Tapi, bagaimana dari modal 10jt tidak berubah jadi 0, wicis yang dipikirkan adalah resikonya dulu, jadi memng sangat penting juga, sebelum memikirkan rewardnya harus sudah tau risk nya dulu, but disini bnyak share ilmu"" luar biasa dari suhu"" terima kasih  
",7:05:34 AM,Saturday March 27 2021
