,Data,User,Pesan,Jam,Tanggal
277,278,Ferry Setiawan,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
Pagi hu HM...  ",9:46:12 AM,Saturday March 27 2021
278,279,Rui :rocket: :speedboat::dancer: ,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir...   

   

Pagi2 baca grup isinya bagus bagus :hearts:",9:46:10 AM,Saturday March 27 2021
279,280,Billy,"Membalas : Luck, wiim, assa apa same. Tambah pusing   
   Btw tahun ini tahun kabisat bukan ya om",9:46:01 AM,Saturday March 27 2021
280,281,Aldo,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
waduh kode  Envy  nih   ",9:45:56 AM,Saturday March 27 2021
281,282,Shimano Aditya,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Udah gk jaman pake KTA koh, sekarang ERAA nya pinjol",9:45:42 AM,Saturday March 27 2021
282,283,Ronny,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Luck, wiim, assa apa same. Tambah pusing   ",9:45:00 AM,Saturday March 27 2021
283,284,Hendro Masori,Iya. Fokus diri sendiri. Gak boleh envy sama orang lain,9:44:55 AM,Saturday March 27 2021
284,285,Billy,"Membalas : Pinjem duit KTA dulu malam ini, senen haka.
Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  ",9:43:49 AM,Saturday March 27 2021
285,286,Meneer Greg,"Membalas : nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum
Lha ya toh pak, full of containers pula...

Jadi masyarakat U.S. gak jadi beli barang/jasa, beli saham saja, ATH lagi deh itu index mereka  ",9:40:25 AM,Saturday March 27 2021
286,287,Bhagas,"Membalas : See this in different perspective, This Suez story is perfect reason for producer to hike prices, gain more profits on supply d
nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum  ",9:34:03 AM,Saturday March 27 2021
287,288,AAN,"Membalas : Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini
Saya ijin KBAG keuangan dulu pak kalau mau cutloss....  ",9:33:07 AM,Saturday March 27 2021
288,289,Meneer Greg,"Membalas : Photo
See this in different perspective,

This Suez story is perfect reason for producer to hike prices, gain more profits on supply disruption issue.

Kok ya pas sama disbursement cash stimulus, alasannya kapal sebesar itu ketiup angin dari samping (eh?, lho kok gampang..)

Just saying  
",9:31:19 AM,Saturday March 27 2021
289,290,Ronny,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya   
Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini",9:31:05 AM,Saturday March 27 2021
290,291,KAYLA,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
SSMS       ",9:28:01 AM,Saturday March 27 2021
291,292,Bhagas,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya   
saya CTRA juga bingung...membangun CTRA?  ",9:25:41 AM,Saturday March 27 2021
292,293,Hendro Masori,"Wkwkwkwkwk
Sekilas kayak kursus bahasa Inggris ya Pak.  ",9:24:30 AM,Saturday March 27 2021
293,294,AAN,Sahamku LPPF bingung dirangkai jadi kata apa ya   ,9:24:09 AM,Saturday March 27 2021
294,295,Diana ajaaa:rocket::rocket::rocket:,"Membalas : Real trader use android soalnya pak    
   ",9:19:28 AM,Saturday March 27 2021
295,296,Bhagas,"Membalas : Hidup sebelum jaman wa dan tele memang KRAS
jaman belum bisa mock atau demo trade KRAS pula pak",9:19:15 AM,Saturday March 27 2021
296,297,Fajar Oktavaria,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
java dan symbian   ",9:18:37 AM,Saturday March 27 2021
297,298,Tommy Daniel,"Membalas : Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS! Bahkan G
Setuju kakak... pasang stop loss ditiap posisi. Upgrade to trailing stop buat take profit.

Karena take profit itu juga sama penting nya dengan stop loss. Supaya bisa lihat account kita grow atau tidak.",9:13:13 AM,Saturday March 27 2021
298,299,Ed Suwu,Iya pak ga ber- fren,9:10:16 AM,Saturday March 27 2021
299,300,Benhan," If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss?  

When things are getting worse, day by day in every way, why do your best to make them get worse in every way? Stop the loss before it is eternally too late. 

Every trader should remember that the weakest point of all is overtrading, and the next, failing to place a stop loss order, and the third fatal mistake of all, averaging a loss. 

Eliminate these three mistakes and you will make a success. Cut short your losses, let your profits run,  pyramid or increase your buying or selling when the market is moving in your favor, not when it is going against you. ",9:10:15 AM,Saturday March 27 2021
300,301,Ronny,Hidup sebelum jaman wa dan tele memang KRAS,9:09:23 AM,Saturday March 27 2021
301,302,DenmasBams,"Jangan putus ASSA teman"" Trader angkt corona. Tetap semangat :on: ",9:09:03 AM,Saturday March 27 2021
302,303,Hendro Masori,"Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.  
",9:08:03 AM,Saturday March 27 2021
303,304,Benhan,"Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS!
Bahkan Gann menulis ini sebagai Rule utama kalau mau trading:

 If you have not the firmness, will power, and determination to  protect every trade with a stop loss order, do not start trading, for you will fail. 

Ini tulisan hampir 100 tahun lalu lho dan masih valid sampai skrg walau trading sudah pakai OLT",9:07:53 AM,Saturday March 27 2021
304,305,DenmasBams,Wiih ngode  .. SAME on you Pak..,9:06:48 AM,Saturday March 27 2021
305,306,Ronny,"Membalas : A real trader be like... Beli dikit naik banyak beli banyak turun banyak  
Intinya android apa iphone hu?    ",9:04:25 AM,Saturday March 27 2021
306,307,Billy,A real trader be like... Beli dikit naik banyak beli banyak turun banyak  ,9:03:54 AM,Saturday March 27 2021
307,308,rudy yap,A real trader never gets piss off at the market.,9:00:53 AM,Saturday March 27 2021
308,309,R O N I :registered: :copyright:,"Membalas : Sama kek the real man use three pedals
The real man use sendal pak de  ",9:00:16 AM,Saturday March 27 2021
309,310,Hendro Masori,"Sama kek the real man use three pedals
Apa yg pake matic bukan the real man.  ",8:57:35 AM,Saturday March 27 2021
310,311,Hendro Masori,Halahhh,8:56:50 AM,Saturday March 27 2021
311,312,Hendro Masori,Hahahahha becanda bapaaak,8:55:39 AM,Saturday March 27 2021
312,313,Ronny,"Membalas : Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user
Berarti bapak bukan real trader
Hahahaha bercanda pak   ",8:55:28 AM,Saturday March 27 2021
313,314,Fajar Oktavaria,"Membalas : Real trader use android soalnya pak    
Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user  ",8:54:42 AM,Saturday March 27 2021
314,315,Hendro Masori,"Membalas : Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tama
Hahhaaha. True",8:52:01 AM,Saturday March 27 2021
315,316,Andreas Teddy,"Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tamak pasti dihajar habis

Saya jadi ingat quote di buku yang pernah saya baca, ""bull makes money, bear makes money, but pig gets slaughtered""
",8:51:33 AM,Saturday March 27 2021
316,317,ericko L,"Membalas : Kebanyakan barang dari us kan dari china. Us ke china tinggal lewat samudra pasifik, ga lewat suez. Yg ribet eropa
    berarti komoditi gajadi surge up",8:49:17 AM,Saturday March 27 2021
317,318,hery,"Membalas : Real trader use android soalnya pak    
  ",8:47:20 AM,Saturday March 27 2021
318,319,Hendro Masori,"Saya dulu iPhone fan boy
2016 hijrah and will never comeback
 ",8:46:08 AM,Saturday March 27 2021
319,320,Hendro Masori,"Membalas : Real trader use android soalnya pak    
Hahahahaha couldn't more agree.",8:45:23 AM,Saturday March 27 2021
320,321,Ronny,"Membalas : clubhouse dah sepi  
Real trader use android soalnya pak    ",8:43:38 AM,Saturday March 27 2021
321,322,Hendro Masori,Halah apalagi ini baru denger,8:41:55 AM,Saturday March 27 2021
322,323,Hendro Masori,Members nambah karena diumumin di IG apa karena voice chat?  ,8:35:53 AM,Saturday March 27 2021
323,324,Hendro Masori,"Membalas : Karena seberapa besar modalpun, resiko tetep sama di bursa. Resiko selalu tinggi. Jadi kalau sudah untung banyak, duit harus dit
Nah bener. Ini juga pelajaran mahal saya dari dunia saham.
",8:11:34 AM,Saturday March 27 2021
324,325,Dirga,"Membalas : Karena seberapa besar modalpun, resiko tetep sama di bursa. Resiko selalu tinggi. Jadi kalau sudah untung banyak, duit harus dit
iya, loss 100% tetap loss 100%, regardless capitalnya cuma 1 jt or 1 triliun  ",8:11:03 AM,Saturday March 27 2021
325,326,Mbah Bedjo,"Bener kata pak @JuthaBram td malah mumpung para senior suhu  sprt pak @hmasori lg berbalik hati mau mengajari,yuk kita  penghuni grup belajar sama  , jgn cuma nyampah dgn kata  mutiara ""besoookk IKAN TONGKOL ara, arakan ndar",7:57:29 AM,Saturday March 27 2021
326,327,Hendro Masori,"Membalas : Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyam
Susah dihindari kalau ini Pak. Semakin besar pasti semakin grup semakin beragam. Saya coba untuk jaga semampu saya
Membalas : Sifat manusia sama ya pak lurah    Mau itu angkatan 2008 98.. Pasti ada aja yg model kaya gini.. Beda nya sama skrg.. Ya cuma
Iya bener termasuk direkturnya KARK
Kisah dari OB jadi direktur dan berakhir bunuh diri
Membalas : Jujur yg paling serem ya, org yg udah paling jago dan untung besar pun masih bs bangkrut karena kenekatan mereka, seperti Jesse
Correct!
",7:50:07 AM,Saturday March 27 2021
327,328,Hendro Masori,"Temen2. Sekarang ini saat yang tepat untuk instropeksi dan evaluasi apa yg sudah anda kerjakan di dunia saham. Kalau buat saya pertanyaan yg harus anda ajukan ke diri anda bukanlah nanya kenapa bisa loss....

Tapi tanyakan ke diri anda apakah anda masih punya passion di dunia saham? Kalau ada dan sangat kuat, barulah kita ke next question nya tadi. Cek lagi kenapa selama ini anda masih loss....",7:49:15 AM,Saturday March 27 2021
328,329,Mbah Bedjo,"Membalas : Sama sama Pak
Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyampah jd makin susah baca chat yg dh ratusan,",7:49:14 AM,Saturday March 27 2021
329,330,Hendro Masori,"Membalas : Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung be
Sama sama Pak",7:46:46 AM,Saturday March 27 2021
330,331,Andrian,"Membalas : saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?
akra pak bisa dilirik",7:46:12 AM,Saturday March 27 2021
331,332,Hendro Masori,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Halah ini juga sama.    ",7:46:11 AM,Saturday March 27 2021
332,333,Dirga,"Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
baru mulai aktif lagi mantau grup TT 3-4 hari terakhir. Berasa bgt dpt dpt daging tiada tara dari sharing2 suhu disini, especially this one!

Baru aja kemarin drop karena ngalamin pengalaman serupa. Skarang jd semangat lagi  

Semakin jatuh, motivasi utk bangkit dan belajar lebih giat smakin besar memang ya  ",7:45:31 AM,Saturday March 27 2021
333,334,Mbah Bedjo,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung belum terlambat bisa saya cegah, kalau enggak mungkin dh sprt kasus yg terjun dr lantai 23 kemarin, makasih lho pak @hmasori  nasehatnya berguna utk menasehati teman saya  ",7:44:28 AM,Saturday March 27 2021
334,335,Hendro Masori,Sampe ada masa ambil cash dari kartu kredit. Untungnya sama. Gak sampe terjerat ga bisa bayar.  ,7:44:24 AM,Saturday March 27 2021
335,336,Hendro Masori,"Lah ini juga sama.  
",7:42:43 AM,Saturday March 27 2021
336,337,Anjar Wilujeng,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
   ",7:41:37 AM,Saturday March 27 2021
337,338,Hendro Masori,"Membalas : Maaf mau tanya. Ko kode sales nya kayaknya sama ya dg sebelah?
Gapapa memang ada beberapa grup pake kode salesnya Rangga
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Kisah saya mirip dengan Hu Billy. Di awal2 trading judulnya penasaran itu membunuhmu...",7:40:09 AM,Saturday March 27 2021
338,339,Andre Salim,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
savage",7:39:46 AM,Saturday March 27 2021
339,340,Jay Jay,"Membalas : saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?
Maksudnya apa?yg terkait ke ekosistem oil atau hanya produsen?",7:36:35 AM,Saturday March 27 2021
340,341,Ardiyan Bagas,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Mantab ini mah double kill",7:32:38 AM,Saturday March 27 2021
341,342,Billy,"Membalas : Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem
Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa   ",7:27:52 AM,Saturday March 27 2021
342,343,rahmad,"saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?",7:27:47 AM,Saturday March 27 2021
343,344,Daniel Bong,"Temen disini waktu covid bulan Maret ada yg potensi loss sampai 70% tapi habis skg sdh berbalik profit hampir 100%..klau ada angkat jempol nya   
Maret 20 ya bukan yg skg",7:20:07 AM,Saturday March 27 2021
344,345,Jay Jay,"Membalas : Habit tulis sms kebawa ke zaman medsos   just kidding Pak.. Boleh share link?
Cek di investing aja. Uda banyak berita kok",7:15:10 AM,Saturday March 27 2021
345,346,Daniel Bong,Byk bank bank kecil,7:14:23 AM,Saturday March 27 2021
346,347,Jaidie,"Membalas : Saham mana yg arb berhari2
IKAN mungkin wkwk",7:12:40 AM,Saturday March 27 2021
347,348,Hendra,"Membalas : Video
Saham mana yg arb berhari2",7:11:19 AM,Saturday March 27 2021
348,349,Soebianto,"Membalas : New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d
Habit tulis sms kebawa ke zaman medsos   just kidding Pak..

Boleh share link?",7:10:01 AM,Saturday March 27 2021
349,350,Bayu Anggara,Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem bank kan cicilan per bulan hehe,7:09:37 AM,Saturday March 27 2021
350,351,Kaanz ,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Wah emnng bener ya hu Billy kalo memang, pake uang panas bisa merubah pola pikir dan mindset kita saat bertrading saham, yang tadinya enjoy the market seketika menjadi fomo dan ingin cepet"" kaya dengan instan berharap agar dapat menutupi hutangnya, sehingga psikologis nya terganggu dan akhirnya trading sistem nya berubah dan ujung"" nya boncos sendiri, saya setuju dengan para suhu"" senior di sini dengan start with small, ada satu mindset saya pernah baca buku, yang terpenting bukan bagaimana dari modal 10jt bisa jadi berapa? Tapi, bagaimana dari modal 10jt tidak berubah jadi 0, wicis yang dipikirkan adalah resikonya dulu, jadi memng sangat penting juga, sebelum memikirkan rewardnya harus sudah tau risk nya dulu, but disini bnyak share ilmu"" luar biasa dari suhu"" terima kasih  ",7:05:34 AM,Saturday March 27 2021
351,352,Jay Jay,"New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d",7:00:43 AM,Saturday March 27 2021
352,353,Jay Jay,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Roketnya ilang hu  ",6:54:53 AM,Saturday March 27 2021
353,354,Billy,"Oia sisi gelap  syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung nya kagak ilang   

Jd ga heran lah liat org2 skrg yg pinjol dll...karena mental manusia ya emg segala sesuatu pngn instan",6:52:01 AM,Saturday March 27 2021
354,355,Billy,"Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu selama 5 tahun diawal sibuk mencari ""resep rahasia"" sukses cuan tanpa loss dgn cita2 ingin cepat kaya raya... Yg ada malah boncos seboncos2 nya.. Bukan berbicara masalah value yg loss tapi juga mental dan opportunity cost yg sudah hilang.. Pernah berpikir dulu harus nya uang nya di masukin deposito aja ga akan hilang, tp klo uang ga hilang ya kita ga kapok gak belajar.. Jujur saya dlu banyak mencoba berbagai style trading.. Dari mulai menjadi follower rekomendasi sekuritas, forum dan juga pengikut running trade Ujung2 nya boncos.. Lalu move mencari indikator anti loss.. Di chart ampe bisa ada 5 indikator biar keliatan keren.. Ujung2 nya binging sendiri lalu loss.. Dan yg paling memakan tenaga pikiran dan mental adalah penggunaan margin yg lebih banyak membuat diri saya kesetanan dan cenderung berjudi.. Ketika suatu saat menang menggunakan margin, ada keinginan untuk terus melipatgandakan cuan tsb dgn margin ujung nya hancur.. So, passion itu penting untuk kita bangkit karena sebenarnya trading itu simple hanya tentang berapa risk yg anda ingin relakan untuk profit yg anda ekspektasikan... Contoh saya beli saham A dgn risiko sudah di tetapkan 5% namun dgn analisa saya melihat peluang naik 10% dgn demikian rasio nya 2:1.. Walaupun dari 100x percobaan anda cuma menang 50% tetap anda akan profit.. Nah dulu saya ga pernah mikir ini hajar aja all in full margin.. Macd golden cross rame di running trader hajat hehe.. So tmn2 selamat belajar.. Semoga cost belajar nya ga sebesar tmn2 senior disini.. Start small..",6:26:28 AM,Saturday March 27 2021
355,356,Dwi Purnomo Setyo Budi,"Selamat pagi semua..memang benar seperti yg dikatakan pakde. PERTAMA adalah passion. Dimana ada passion pasti ada keinginan utk belajar lebih jauh. Kalau saya awal2 dulu mengenal pasar modal adalah reksadana. Tiap bulan ""nabung"" di reksadana. Awal2 seneng banget krn liat hasilnya lebih besar daripada kalau uang ditabung di bank. 

Tapi lama-lama saya merasa koq lambat sekali pergerakannya, maka saya coba baca2 tentang saham. Buku2 yg pertama saya baca adalah bukunya Ellen May, sampai saya punya buku dgn tanda tangan penulisnya, buku itu judulnya Smart Traders not Gambler dan Smart Trader Rich Investor.

Setelah kenal saham, akhirnya merasakan ""seksinya"" capital gain. Naik bisa banyak, turun pun bisa banyak. Di awal2 udah cuan lumayan, yg menurut saya itu mungkin sekedar lucky beginner aja. Sampai akhirnya saya beli APOL dan skrng udah wassalam itu sahamnya alias delisting.",6:00:43 AM,Saturday March 27 2021
356,357,Satimin Sejati,"Membalas : boleh tau kenapa berenti forex nya?
Ada beberapa pertimbangan. Klo diurai agak panjang pak penjelasannya.
Intinya saya ga cocok. Termasuk dg crypto. Saya baca buku ttg crypto langsung dg keputusan bulat. Ga mau coba.

Klo saham sbnernya sudah lama pengen. Alasannya saham bisa menggunakan beberapa mode (investasi, swing trading, one day trading) dg leluasa/flexible. 

Kira2 begitu cerita singkatnya",1:43:35 AM,Saturday March 27 2021
357,358,Hendro Masori, ,1:15:40 AM,Saturday March 27 2021
358,359,Satimin Sejati,"Membalas : Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr marg
Harus ksatria klo trading forex. Ga ada kompromi. Saatnya CL ya harus CL.

Trader itu ksatria. Salah akui, terima resikonya.

Bangkit lagi dg psikology yg sehat dan pikiran yg jernih.

Itu pelajaran saya di forex 14tahun yang lalu",1:14:56 AM,Saturday March 27 2021
359,360,Satimin Sejati,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
Nah ini salah satu guru saya nongol...
Saya terkesan dg beliau forecast time-nya.",1:11:59 AM,Saturday March 27 2021
360,361,Charles Prop,"Membalas : anak forex TA nya kuat nih  
Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr margin ihsg",1:11:54 AM,Saturday March 27 2021
361,362,hery,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
wah, BRPT kemarin tidak menyenangkan yah",1:11:45 AM,Saturday March 27 2021
362,363,Hendro Masori,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
 
Daging itu",1:10:52 AM,Saturday March 27 2021
363,364,Hendro Masori,"Eh bener Pak Carik
Ada",1:10:08 AM,Saturday March 27 2021
364,365,Hendro Masori,,1:09:58 AM,Saturday March 27 2021
365,366,Hendro Masori,"Membalas : mestinya di saved message
Dimana Pak Carik?",1:08:37 AM,Saturday March 27 2021
366,367,Dessy Fang,"Membalas : Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
AMIN    ",1:07:43 AM,Saturday March 27 2021
367,368,Hendro Masori,"Saya rekam tadi
Tapi dimana ya disimpennya
Masih gaptek
Hahahaha",1:06:55 AM,Saturday March 27 2021
368,369,Hendro Masori,"Membalas : Dan saya merasa habis2an belajar saham dari sisi waktu. Hampir sll begadang hanya untuk terus belajar.
This is passion!",1:06:02 AM,Saturday March 27 2021
369,370,Hendro Masori,"Dan ini juga salah satu yg melatarbelakangi saya bikin grup TT saat itu.
Yg join awal2 mustinya masih inget.
Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
Pertambahan traders baru di tahun 2020 sangatlah fantastic",1:04:00 AM,Saturday March 27 2021
370,371,Satimin Sejati,"Saya di market karena beruntung saja. Joint September tahun lalu hanya modal kecil.

Hanya bermodal sedikit pengetahuan TA dari forex.

Beruntungnya Okt-Januari market bullish. Walhasil modal balik. Dan segera tarik modal.

Dan sekarang hanya trading pakai uang cuan.

Ga kebayang klo saya di posisi pak HM 2015. Entahlah.

Tapi sejak awal saya ga pernah mau pakai margarin sih.",1:02:38 AM,Saturday March 27 2021
371,372,Hendro Masori,"Kenapa saya sarankan yg newbie jangan pake margin?
Karena disitu kehancuran awal saya
Kenapa saya sarankan start with small?
Karena disitu ke sok tahu an saya langsung masuk big",12:58:53 AM,Saturday March 27 2021
372,373,Dessy Fang,"Kapan2 boleh pakde dbuat voice chat sprti td, sharring ttg pengalaman di market. Life lesson spy kita2 yg muda2 bs belajar",12:58:03 AM,Saturday March 27 2021
373,374,Hendro Masori,I've been through everything. Pahit manis asam asin di saham.,12:57:55 AM,Saturday March 27 2021
374,375,Hendro Masori,"Bukan saya yg minta Pak. Saya udah mau nyerah benernya
",12:56:31 AM,Saturday March 27 2021
375,376,Hendro Masori,"Membalas : lowest moment nya saat capital tergerus berapa % pakde?
Saat saya mau menyerah itu mau abis Pak Carik. Support yg saya sampaikan tadi adalah jual tanah buat modal baru lagi.  
Cuma saya janji untuk merubah sistem trading dan mindset nya",12:55:32 AM,Saturday March 27 2021
376,377,Satimin Sejati,"Membalas : Masih banyak yg melek.  
Gegara tadi nyari info MNC sec. Sama Private Placement EMTK jadi melek pak",12:54:03 AM,Saturday March 27 2021
377,378,Dessy Fang,"Membalas : Mnrt saya agak konyol klo menjadikan faktor eksternal sebagai penyebab loss...
Kbykn yg bru gitu..  ",12:51:03 AM,Saturday March 27 2021
378,379,Hendro Masori,Masih banyak yg melek.  ,12:50:27 AM,Saturday March 27 2021
379,380,Satimin Sejati,"Membalas : Bener... jrg check up, dan keseringan lebih dlu menjadikan faktor eksternal sbg alasan....
Mnrt saya agak konyol klo menjadikan faktor eksternal sebagai penyebab loss...",12:48:31 AM,Saturday March 27 2021
380,381,Green,"Membalas : Ini sy stuju ttg mindset, krn wktu sy orientasi nya pgn cuan gede, malah keseringan cutloss. Klo skrg yg ptg porto bertumbuh
Jadi mengurangi Fomo y kak",12:47:52 AM,Saturday March 27 2021
381,382,Dessy Fang,"Membalas : Nah ini, sebagian kita bermasalah karena jarang atau bahakan tidak melakukan check-up. Begitu ada yang mau, ga tau caranya.
Bener... jrg check up, dan keseringan lebih dlu menjadikan faktor eksternal sbg alasan....",12:47:07 AM,Saturday March 27 2021
382,383,Hendro Masori,"Membalas : 2015 itu setelah beberapa tahun trading ya pakde. bukan 2 atau 3 tahun
4 tahun",12:42:44 AM,Saturday March 27 2021
383,384,Dessy Fang,"Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Ini sy stuju ttg mindset, krn wktu sy orientasi nya pgn cuan gede, malah keseringan cutloss.  

Klo skrg yg ptg porto bertumbuh, resiko terukur en jd lbh kalem..",12:42:25 AM,Saturday March 27 2021
384,385,Hendro Masori,"Membalas : Nah ini, sebagian kita bermasalah karena jarang atau bahakan tidak melakukan check-up. Begitu ada yang mau, ga tau caranya.
Kalau rajin bikin jurnal trading pasti tau kenapanya Pak",12:40:27 AM,Saturday March 27 2021
385,386,Satimin Sejati,"Membalas : 2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan. Hanya waktu itu yg saya tau sistem trading sel
Nah ini, sebagian kita bermasalah karena jarang atau bahakan tidak melakukan check-up.

Begitu ada yang mau, ga tau caranya.",12:39:47 AM,Saturday March 27 2021
386,387,Hendro Masori,"Membalas : Masih ada yg ronda
Saya belum ngantuk",12:39:15 AM,Saturday March 27 2021
387,388,Hendro Masori,"Membalas : Tadi pakde bahas ttg passion, sy jd tertarik pengen tau awal mula pak @hmasori menemukan passion di stock market bagaimana? Krn
2015 saya sudah selangkah lagi menyerah. Support istri yg membuat saya bertahan.

Hanya waktu itu yg saya tau sistem trading selama ini ada yg salah. Selama ini gak diperbaiki ya pasti hasilnya sama aja.

Perubahan terbesar yg saya lakukan adalah mindset. Sebelumnya pas buy yg dipikirin bisa cuan berapa. Bukan bisa loss berapa.

Yg paling penting waktu itu menurut saya adalah keyakinan bahwa saya pasti bisa karena saya tau saya punya passion, saya mau melakukan extra effort demi trading yg lebih baik.
Membalas : Saya rasa karena TT ini dirawat. Pakdhenya masih sering masuk dalam diskusi, adminnya Pak Carik @luckv02 rajin ngekick dan delet
Jozzzz Om Benhan",12:34:02 AM,Saturday March 27 2021
388,389,hery,saya rajin makan ikan :fish:,12:30:15 AM,Saturday March 27 2021
389,390,Yugo Ginanjar,"Membalas : yang saya tunggu sebenarnya sekarang pola SSP (jika minggu depan melanjutkan kenaikan dan berhasil close >300), namun saya belum
Semoga minggu depan confirm pak",10:40:53 PM,Friday March 26 2021
390,391,Fajar Oktavaria,"yang saya tunggu sebenarnya sekarang pola SSP (jika minggu depan melanjutkan kenaikan dan berhasil close >300), namun saya belum begitu paham apakah boleh tail/shadownya panjang kebawah ? karna kalo saya tonton video ssp pakde, saya baru nangkep tidak boleh membuat higher high *mohon masukannya
",10:35:37 PM,Friday March 26 2021
391,392,Fajar Oktavaria,"Membalas : Kl trnyata dibawa turun, akan beda lg titik belinya
setuju pak guru, selalu siapkan lebih dari 1 trading plan     ",10:29:51 PM,Friday March 26 2021
