,judul,link,isi
10,Simak deretan saham pilihan Mirae Asset Sekuritas untuk bulan ini,https://investasi.kontan.co.id/news/simak-deretan-saham-pilihan-mirae-asset-sekuritas-untuk-bulan-ini,"KONTAN.CO.ID - JAKARTA. Mobilitas masyarakat diyakini akan semakin meningkat seiring dengan berjalannya program vaksinasi massal.  Sokongan lain datang dari Bank Indonesia yang melonggarkan kebijakan makroprudensial untuk merangsang pertumbuhan kredit yang lebih kuat. Salah satu langkahnya adalah meningkatkan loan to value (LTV) kredit pemilikan rumah (KPR) hingga maksimal 100% untuk semua properti hunian. Kebijakan ini memungkinkan pembeli perumahan membayar uang muka hingga nol persen. Analis Mirae Asset Sekuritas Indonesia Hariyanto Wijaya dan Emma A. Fauni menyebut, PT Bank Tabungan Negara Tbk (BBTN) seharusnya menjadi bank yang paling diuntungkan diantara bank-bank lain dari adanya kebijakan ini. Hal ini karena BBTN memiliki total eksposur pinjaman untuk KPR dan kredit mobil (kendaraan) yang tertinggi di antara bank lain. Selain BBTN, Mirae Asset menjadikan PT Salim Ivomas Pratama Tbk (SIMP) sebagai top picks. Saham SIMP dinilai menarik karena adanya pemulihan pendapatan berkelanjutan yang akan menimbulkan valuasi yang lebih tinggi. SIMP baru saja membukukan pendapatan positif sejak kuartal ketiga 2020. Saat ini, SIMP diperdagangkan pada P/BV di bawah 1,0x (P/BV saat ini sekitar 0,48x). Enterprise value ( EV) per total areal tanam inti SIMP sebesar US$4,441 per hektare, jauh lebih murah daripada biaya penanaman baru sekitar US$ 7, 000 per hektare. BBTN dan SIMP dipilih untuk menggantikan saham PT Vale Indonesia Tbk (INCO) dan PT Mitra Keluarga Karyasehat Tbk (MIKA), yang dikeluarkan dari jajaran saham pilihan bulan ini. Mirae Asset juga cenderung kepada saham di sektor bank, pertambangan nikel, rumah sakit, layanan komunikasi, dan agribisnis seperti PT Bank Rakyat Indonesia Tbk (BBRI), PT Bank Mandiri Tbk (BMRI),  PT Bank Negara Indonesia Tbk (BBNI), PT Aneka Tambang Tbk (ANTM) PT Medikaloka Hermina Tbk (HEAL), dan PT Link Net Tbk (LINK). Saham HEAL juga dinilai atraktif karena emiten rumah sakit ini memiliki potensi peningkatan pendapatan. Hal ini karena HEAL merupakan salah satu penerima manfaat dari adanya kasus Covid-19. Selain itu, HEAL berencana untuk melakukan buyback saham, yang menandakan bahwa manajemen HEAL meyakini harga saham HAEL suda  terlalu jauh terdiskon. Adapun LINK dinilai akan diuntungkan dari kebutuhan koneksi internet broadband dan solusi hiburan rumah dengan jangkauan pelanggan di seluruh kota di Jawa dan Bali,  yang menerapkan pembatasan kegiatan masyarakat (PPKM). “Sementara saham perbankan seperti BBRI, BMRI, dan BBNI, dinilai atraktif seiring dengan pemulihan pendapatan dan pemulihan return on equity (ROE) yang akan berdampak positif ke kinerja harga saham,” tulis Hariyanto dan Emma dalam riset, Senin (8/3). Per 5 Maret, top picks Mirae Asset dengan bobot yang sama menghasilkan akumulasi return 29,5%. Bandingkan dengan akumulasi  return  Indeks Harga Saham Gabungan IIHSG) yang terkoreksi -2,1%, sejak dimulainya laporan top picks bulanan Mirae Asset pada Agustus 2019. Oleh karena itu, saham-saham pilihan Mirae Asset mengungguli 31,5 % dari IHSG.    "
11,"Di 2021, Jasa Marga (JSMR) andalkan pendanaan dari perbankan, obligasi dan divestasi",https://investasi.kontan.co.id/news/di-2021-jasa-marga-jsmr-andalkan-pendanaan-dari-perbankan-obligasi-dan-divestasi,"KONTAN.CO.ID - JAKARTA. PT Jasa Marga Tbk (JSMR) tahun ini mengandalkan pendanaan dari tiga sumber yaitu perbankan, penerbitan obligasi dan divestasi aset.  Direktur Keuangan Jasa Marga Donny Arsal menjelaskan tahun ini anggaran belanja modal (capital expenditure/capex) yang disiapkan sekitar Rp 5 triliun hingga Rp 7 triliun untuk kebutuhan penggarapan proyek Tol Jakarta Outer Ring Road (JORR) 2, Tol Balikpapan-Samarinda dan Tol Manado-Bitung.  Dari kebutuhan tersebut, Jasa Marga memiliki standby loan facility sebesar Rp 2,7 triliun dan sisa penerbitan umum berkelanjutan obligasi senilai Rp 2,5 triliun.  ""Dengan kombinasi perbankan dan obligasi ini, kita akan lihat dari sisi divestasi yang mengurangi kebutuhan pendanaan. Jadi kita akan bersumber dari perbankan dan penerbitan obligasi,"" jelas Donny dalam diskusi virtual bersama wartawan, Senin (8/3).  Dari divestasi aset yang disertakan dalam Sovereign Wealth Fund (SWF) Indonesia Investment Authority (INA), Jasa Marga berharap bisa mendapatkan pendanaan Rp 1,5 triliun hingga Rp 3 triliun dari dua sampai tiga aset.  Lebih lanjut, Donny menjelaskan bahwa bisnis jalan tol merupakan industri yang menarik sebagai underlying aset investasi karena cukup tangguh (resilient). Salah satu contohnya terlihat pada kondisi krisis ekonomi 1998 di mana pendapatan Jasa Marga turun hingga 20% ke level Rp 670 miliar namun di tahun 1999 pendapatan naik ke level Rp 740 miliar, melebihi kondisi di 1997 yang pendapatannya tercatat sebesar Rp 730 miliar. Pendapatan tersebut dihitung dari 13 tol yang sudah beroperasional lama (mature). Pola tersebut juga berulang pada krisis finansial 2008 dan perlambatan ekonomi 2015. Dus di 2020, Donny memproyeksikan pendapatan Jasa Marga hanya turun belasan persen di saat industri lain mengalami tekanan cukup signifikan.  Proyeksi tersebut sejalan dengan mobilitas yang berangsur pulih saat kebijakan pembatasan sosial terus diperlonggar.  ""Di kuartal satu dan dua kita memang terpukul signifikan, tapi dengan recovery time yang cukup cepat penurunan kita hanya belasan persen dari sisi revenue,"" jelasnya.  Donny berharap dengan vaksin Covid-19, mobilitas masyarakat bisa kembali mendekati normal. Dengan asumsi pelajar masih beraktivitas di rumah dan kegiatan di siang hari masih belum seperti sebelum Covid-19.   Sebagai gambaran pendapatan tol JSMR di 2019 tercatat sebesar Rp 10,13 triliun, sedangkan total pendapatan sebesar Rp 26,34 triliun. Sementara itu di kuartal III-2020, pendapatan tol JSMR tercatat sebesar Rp 6,26 triliun dengan pendapatan total sebesar Rp 10,55 triliun.       "
12,"Imbas serangan Houthi, harga minyak kompak menguat lebih dari 2% pada hari ini (8/3)",https://investasi.kontan.co.id/news/imbas-serangan-houthi-harga-minyak-kompak-menguat-lebih-dari-2-pada-hari-ini-83,"KONTAN.CO.ID - SINGAPURA. Harga minyak mentah berjangka jenis Brent melonjak di atas US$ 70 per barel pada perdagangan hari ini untuk pertama kalinya sejak pandemi Covid-19 dimulai. Serupa, harga minyak mentah jenis West Texas Intermediate (WTI) menyentuh level tertinggi dalam lebih dari dua tahun, menyusul laporan serangan terhadap fasilitas Arab Saudi. Senin (8/3) pukul 13.30 WIB, harga minyak mentah jenis Brent kontrak pengiriman Mei 2021 naik 2,3% ke US$ 70,96 per barel. Di awal sesi perdagangan zona Asia, Brent sempat melesat ke US$ 71,38 per barel, tertinggi sejak 8 Januari 2020.  Setali tiga uang, harga minyak mentah jenis WTI untuk kontrak pengiriman April naik US$ 1,47, atau 2,2% menjadi US$ 67,56. Harga WTI ini sempat menyentuh US$ 67,98 per barel sebelumnya, tertinggi sejak Oktober 2018. Selain harga minyak, saham di bursa Asia juga naik setelah Senat AS menyetujui tagihan stimulus US$ 1,9 triliun. Sementara data ekonomi positif dari Amerika Serikat dan China menjadi pertanda baik untuk rebound ekonomi global. Minyak kian perkasa setelah Pasukan Houthi Yaman menembakkan drone dan rudal ke jantung industri minyak Arab Saudi pada hari Minggu, termasuk fasilitas Aramco Saudi di Ras Tanura yang penting untuk ekspor minyak bumi. Ini dilihat Arab Saudi sebagai serangan yang gagal terhadap keamanan energi global. ""Kami bisa melihat kenaikan lebih lanjut di pasar dalam waktu dekat, terutama karena pasar mungkin sekarang perlu menetapkan harga dalam beberapa jenis premi risiko, dengan serangan-serangan ini semakin sering,"" kata analis ING dalam sebuah laporan, mencatat bahwa ini adalah serangan kedua bulan ini setelah insiden di Jeddah pada 4 Maret. Helima Croft dari RBC Capital mengatakan, insiden terbaru menggarisbawahi betapa berbahayanya lingkungan keamanan di kawasan itu hampir 18 bulan setelah serangan Iran pada 14 September 2019 yang sementara waktu mematikan setengah dari produksi minyak kerajaan. Harga Brent dan WTI naik untuk sesi keempat berturut-turut setelah OPEC dan sekutunya memutuskan untuk mempertahankan pengurangan produksi sebagian besar tidak berubah pada bulan April. Pengiriman minyak mentah China dalam dua bulan pertama tahun 2021 naik 4,1% per tahun setelah importir utama dunia memperluas kapasitas penyulingannya dan karena permintaan bahan bakarnya terus meningkat. Meskipun harga minyak mentah naik cepat, Menteri Perminyakan Arab Saudi telah menyuarakan keraguan atas pemulihan permintaan. ""Keputusan untuk mempertahankan kuota tidak berubah menandakan niat grup untuk menarik persediaan lebih lanjut, tanpa kekhawatiran pengetatan pasar yang berlebihan,"" kata analis ANZ dalam sebuah catatan. ""Ini juga menunjukkan bahwa mereka melihat sedikit ancaman dari peningkatan produksi di tempat lain."" Namun, menteri energi di importir minyak mentah terbesar ketiga dunia, India, mengatakan harga yang lebih tinggi dapat mengancam pemulihan yang dipimpin konsumsi di beberapa negara. Harga yang lebih tinggi juga telah mendorong perusahaan energi AS untuk menambah rig minyak dan gas alam untuk minggu kedua berturut-turut, kata perusahaan jasa energi Baker Hughes Co pada hari Jumat.      "
13,Jasa Marga (JSMR) hitung ulang valuasi Jasamarga Trans Jawa Tol sebelum gelar IPO,https://investasi.kontan.co.id/news/jasa-marga-jsmr-hitung-ulang-valuasi-jasamarga-trans-jawa-tol-sebelum-gelar-ipo,"KONTAN.CO.ID - JAKARTA. Rencana PT Jasa Marga Tbk (JSMR) mengantar anak usahanya yaitu PT Jasamarga Trans Jawa Tol melantai di Bursa Efek Indonesia (BEI) kembali mencuat. Jasa Marga menargetkan dalam satu hingga dua tahun ke depan anak usahanya tersebut bisa segera melantai.  Direktur Keuangan JSMR Donny Arsal menjelaskan, Jasamarga Trans Jawa Tol sebenarnya sudah siap untuk melantai. ""Prosesnya menunggu timing yang tepat dari sisi valuasi,"" kata dia dalam diskusi virtual bersama wartawan, Senin (8/3).  JSMR , anggota indeks Kompas100 ini, akan memasukkan 14 ruas tol ke dalam subholding Trans Jawa tersebut.  Kemudian emiten operator tol tersebut akan melakukan optimalisasi dengan peningkatan efisiensi dan kinerja.  ""Valuasi sedang kami hitung ulang dengan kondisi Covid-19 dan lainnya. Mestinya signifikan karena ada 14 ruas tol yang kita kami spin off ke dalam Trans Jawa Tol,"" jelas Donny  Dus, dibutuhkan waktu satu hingga dua tahun untuk mengoptimalkan pendapatan Trans Jawa Tol sejalan dengan harapan pandemi Covid-19 telah selesai.       "
14,"Saham-saham ini banyak ditadah asing saat IHSG turun di sesi I, Senin (8/3)",https://investasi.kontan.co.id/news/saham-saham-ini-banyak-ditadah-asing-saat-ihsg-turun-di-sesi-i-senin-83,"KONTAN.CO.ID -  JAKARTA. Indeks Harga Saham Gabungan (IHSG) masuk ke zona merah pada perdagangan siang ini. Mengutip RTI, Senin (8/3), IHSG merosot 0,19% atau 11,77 poin ke level 6.246,97 pada perdagangan sesi I. IHSG tertekan penurunan lima dari 10 sektor. Sektor yang turun paling dalam adalah tambang, konstruksi, barang-barang konsumsi, keuangan dan manufaktur. Masing-masing turun 2,59%, 0,53%, 0,40%, 0,25% dan 0,01%.  Sementara lima sektor lainnya menguat adalah perkebunan, perdagangan, industri dasar, infrastruktur dan aneka industri. Total volume perdagangan saham di Bursa Efek Indonesia (BEI) mencapai 17,46 miliar saham dengan nilai transaksi Rp 6,54 triliun. Sebanyak 255 saham turun, 198 saham menguat dan 161 saham flat. Investor asing membukukan net sell Rp 164,09 miliar di seluruh pasar. Kendati demikian, investor asing mengoleksi sejumlah saham ini di tengah penurunan IHSG. Asing paling banyak mengoleksi saham PT United Tractors Tbk (UNTR) Rp 77,9 miliar. Saham UNTR pun melesat 5,96% ke Rp 23.100 per saham. Volume perdagangans aham UNTR mencapai 6,7 juta dengan nilai transaksi Rp 153,5 miliar. Saham PT Bank Rakyat Indonesia Tbk (BBRI) juga banyak diburu asing Rp 54,5 miliar. Namun saham BBRI turun tipis 0,21% ke Rp 4.760 per saham. Volume perdagangan saham BBRI mencapai 47,8 juta dengan nilai transaksi Rp 228,8 miliar. Investor asing memburu saham PT Telkom Indonesia Tbk (TLKM) Rp 10,8 miliar. Volume penjualan saham TLKM mencapai 49,7 juta dengan nilai transaksi Rp 166,8 miliar. Berikut 10 saham terbesar net buy asing di sesi I Senin "
15,"Optimalkan SWF, Jasa Marga (JSMR) telah siapkan sembilan ruas tol potensial",https://investasi.kontan.co.id/news/optimalkan-swf-jasa-marga-jsmr-telah-siapkan-sembilan-ruas-tol-potensial,"KONTAN.CO.ID - JAKARTA. PT Jasa Marga Tbk (JSMR) siap mengoptimalkan pendanaan melalui sovereign wealth fund (SWF) Indonesia Investment Authority (INA) di tahun ini.  Direktur Keuangan JSMR Doni Arsal menjelaskan, saat ini perusahaan sudah melakukan diskusi intensif dengan pemerintah, khususnya dengan tim SWF terkait ruas-ruas jalan tol potensial yang akan diikutsertakan dalam portofolio SWF. Doni merinci setidaknya ada sembilan ruas tol potensial milik Jasa Marga.  Sembilan ruas tol tersebut adalah Medan-Kualanamu-Tebing Tinggi sepanjang 61,7 km dengan kepemilikan 55%, Jakarta Cikampek II Elevated sepanjang 36,4 km dengan kepemilikan 80%, Semarang-Batang sepanjang 75 km dengan kepemilikan 40% dan Gempol-Pandaan sepanjang 13,6 km dengan kepemilikan 40%.  Kemudian Pandaan-Malang sepanjang 38,9 km dengan kepemilikan 60%, Gempol-Pasuruan sepanjang 34,2 km dengan kepemilikan 99%, Balikpapan-Samarinda sepanjang 98,9 km dengan kepemilikan 67%, Manado-Bitung sepanjang 39,9 km dengan kepemilikan 65% dan Bali Mandara sepanjang 9,7 k, dengan kepemilikan 65%.  ""Target kami tahun ini 2-3 tol dengan indikasi proceed Rp 1,5 triliun hingga Rp 3 triliun. Aset yang mana, kami perlu lihat yang menarik bagi SWF, kami juga perlu lihat risk appetite dari investor juga,"" jelas Doni dalam pertemuan virtual bersama wartawan, Senin (8/3).  Lebih lanjut, dia bilang, SWF ini memiliki empat manfaat utama bagi Jasa Marga yaitu meningkatkan likuiditas Jasa Marga dengan adanya aliran dana segar masuk, adanya alternatif baru untuk pendanaan dari segi ekuitas sehingga mendukung daur ulang aset (asset recycling), memperkuat struktur permodalan Jasa Marga, serta kenaikan laba dengan adanya divestasi ini.  Mengenai kesiapannya, anggota indeks Kompas100 ini, telah berkoordinasi dengan pengelola jalan tol lain seperti Waskita Karya dan Hutama Karya. Di mana Jasa Marga tengah mempersiapkan asetnya dalam bentuk investment book sehingga transaksi bisa dilakukan dalam waktu cukup singkat. Doni menambahkan, sebenarnya JSMR memiliki 21 anak perusahaan yang terbuka untuk asset recycling, dengan sebanyak 18 anak usaha sudah dalam tahap operasional. Dengan adanya 18 anak usaha yang sudah beroperasi, dua risiko utama dalam investasi otomatis hilang yaitu pembebasan lahan dan keterlambatan konstruksi atau eskalasi biaya konstruksi.  Hanya tinggal dua risiko lagi yaitu trafik dan tarif. Namun dari sisi tarif pemerintah telah memberi kepastian penyesuaian setiap 2 tahun. Sementara dari sisi trafik, Doni optimis akan berkembang sejalan dengan perkembangan kawasan.  ""Kami siap undang investor lain baik domestik maupun internasional termasuk INA,"" jelasnya.  Hingga saat ini setidaknya ada investor dari Asia yang bergerak di bisnis jalan tol dan dana pensiun dari Eropa yang tertarik pada ruas tol Trans Jawa yang memiliki trafik lebih besar.  ""Namun sebenarnya untuk ruas tol yang trafiknya tidak terlalu tinggi, konsensinya akan lebih panjang menjadi 50 tahun,"" pungkas dia.      "
16,"Penjualan bersih Multi Bintang Indonesia (MLBI) turun 46,63% (yoy) di tahun 2020",https://investasi.kontan.co.id/news/penjualan-bersih-multi-bintang-indonesia-mlbi-turun-4663-yoy-di-tahun-2020,"KONTAN.CO.ID - JAKARTA. PT Multi Bintang Indonesia Tbk (MLBI) mencetak kinerja keuangan yang kurang ciamik di tahun 2020. Mengutip laporan keuangan di Bursa Efek Indonesia (BEI), penjualan bersih MLBI tercatat sebesar Rp 1,98 triliun di tahun 2020 atau merosot 46,63% (yoy) dibandingkan realisasi di tahun sebelumnya sebesar Rp 3,71 triliun. Bila ditelusuri, penjualan minuman beralkohol MLBI menyusut 49,85% (yoy) dari Rp 3,27 triliun di tahun 2019 menjadi Rp 1,64 triliun di tahun 2020. Begitu pula dengan penjualan produk non alkohol MLBI yang berkurang 21,82% (yoy) dari Rp 440,87 miliar di tahun 2019 menjadi Rp 344,63 miliar di tahun 2020. Beban pokok penjualan MLBI juga turun 26,76% (yoy) dari Rp 1,42 triliun di tahun 2019 menjadi Rp 1,04 triliun di tahun 2020. Di sisi lain, beban keuangan bersih MLBI menanjak 102,28% (yoy) menjadi Rp 36,37 miliar di tahun 2020. Sedangkan di tahun 2019 lalu beban keuangan bersih perusahaan ini berada di level Rp 17,98 miliar. Hingga akhir tahun 2020, laba bersih yang dapat diatribusikan kepada pemilik entitas induk MLBI tercatat sebesar Rp 288 miliar. Jumlah ini turun 76,66% (yoy) dibandingkan laba bersih perusahaan di tahun 2019 sebesar Rp 1,20 triliun. MLBI membukukan total aset sebanyak Rp 2,90 triliun pada akhir tahun 2020 atau naik 0,34% (yoy) dibandingkan total aset MLBI di tahun 2019 sebesar RP 2,89 triliun. Nilai aset MLBI di tahun 2020 terdiri atas total liabilitas sebesar Rp 1,47 triliun dan total ekuitas sebesar Rp 1,43 triliun.      "
17,"IHSG tertekan, asing banyak melego saham-saham ini di sesi I, Senin (8/3)",https://investasi.kontan.co.id/news/ihsg-tertekan-asing-banyak-melego-saham-saham-ini-di-sesi-i-senin-83,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) masuk ke zona merah pada perdagangan siang ini. Mengutip RTI, Senin (8/3), IHSG merosot 0,19% atau 11,77 poin ke level 6.246,97 pada perdagangan sesi I. IHSG tertekan penurunan lima dari 10 sektor. Sektor yang turun paling dalam adalah tambang, konstruksi, barang-barang konsumsi, keuangan dan manufaktur. Masing-masing turun 2,59%, 0,53%, 0,40%, 0,25% dan 0,01%.  Sementara lima sektor lainnya menguat adalah perkebunan, perdagangan, industri dasar, infrastruktur dan aneka industri. Total volume perdagangan saham di Bursa Efek Indonesia (BEI) mencapai 17,46 miliar saham dengan nilai transaksi Rp 6,54 triliun. Sebanyak 255 saham turun, 198 saham menguat dan 161 saham flat. Investor asing membukukan net sell Rp 164,09 miliar di seluruh pasar. Investor asing paling banyak melego saham PT Bank Central Asia Tbk (BBCA) di sesi I yakni sebesar Rp 57,4 miliar. Saham BBCA turun tipis 0,51% ke Rp 33.825 per saham. Volume perdagangan saham BBCA mencapai 5,5 juta dengan nilai transaksi Rp 190,2 miliar. Saham PT Diamond Citra Propertindo Tbk (DADA) juga banyak dilepas asing Rp 41,8 miliar. Saham DADA merosot 6,94% ke Rp 67 per saham. Volume perdagangan saham DADA mencapai 837 juta dengan nilai transaksi Rp 58,3 miliar. Asing juga melepas saham PT Vale Indonesia Tbk (INCO) sebesar Rp 41,2 miliar. Saham INCO anjlok 5,24% ke Rp 4.880 per saham. Volume perdagangan saham INC mencapai 53,8 juta dengan nilai transaksi Rp 267,9 miliar. Berikut 10 saham terbesar net sell asing di sesi I Senin "
18,Instrumen saham diperkirakan akan terus melanjutkan tren positif di tahun ini,https://investasi.kontan.co.id/news/instrumen-saham-diperkirakan-akan-terus-melanjutkan-tren-positif-di-tahun-ini,"KONTAN.CO.ID - JAKARTA. Di tengah optimisme pemulihan ekonomi, kelas aset saham berhasil menjadi instrumen investasi dengan kinerja paling baik dalam dua bulan pertama di tahun ini.  Hal ini tercermin dari kinerja Indeks Harga Saham Gabungan yang pada akhir Februari telah berada di level 6.241,79 atau naik 4,39% sejak akhir tahun lalu. Kinerja IHSG berhasil mengalahkan mata uang dengan kinerja paling baik, yakni poundsterling yang tumbuh 3,48%. Lalu obligasi korporasi (Indobex Corporate Bond) juga hanya naik 0,62%. Sementara obligasi pemerintah yang tercermin dari Indobex Government Bond bahkan berkinerja negatif, yakni turun 2,16%. Begitu pun dengan instrumen emas, di mana emas spot tercatat mengalami penurunan hingga 8,60%. Investment Specialist Sucorinvest Asset Management Toufan Yamin mengungkapkan kinerja apik saham tidak terlepas dari sentimen pemulihan ekonomi pada tahun ini. Belum lagi, vaksinasi yang sudah mulai berjalan mulai menunjukkan hasilnya setelah mampu sedikit meredam penyebaran Covid-19.  “Dari sisi sentimen global, harapan stimulus masih menjadi katalis positif mengingat potensinya untuk semakin menambah likuiditas global. Sementara kenaikan berbagai harga komoditas memperlihatkan membaiknya permintaan global dan pemulihan kegiatan ekonomi sekaligus turut menjadi pendorong kinerja saham,” kata Toufan ketika dihubungi Kontan.co.id. Sementara untuk obligasi, Toufan melihat obligasi Indonesia sebenarnya punya kinerja yang cukup baik pada awal tahun ini. Hanya saja, kenaikan pesat yield US Treasury dalam waktu yang relatif singkat pada beberapa waktu terakhir membuat investor melakukan perubahan strategi dan keluar dari obligasi di negara berkembang, termasuk Indonesia. “Ditambah lagi, ketika sedang terjadi kenaikan yield US Treasury, kita melakukan pemotongan suku bunga acuan. Praktis, selisih antara yield kita dengan US Treasury pun semakin tipis,” imbuh Toufan. Secara umum, dengan membaiknya kinerja aset berisiko, Toufan bilang, aset safe haven seperti emas pada akhirnya terkena imbasnya. Investor mulai beralih ke aset saham dan emas pun perlahan terus terkoreksi. Sepakat, analis Monex Investindo Futures Faisyal menjelaskan hal ini tidak terlepas dari sentimen pasar yang sudah kembali risk-on semenjak akhir tahun lalu. Pada akhirnya, aset safe haven seperti emas pun mulai ditinggalkan. Jika pun harus beralih ke safe haven, investor punya kecenderungan memilih dolar AS. Hal ini yang pada akhirnya semakin menekan harga emas. “Harga emas ke depan masih bisa turun lagi, mengingat program vaksinasi yang semakin berjalan masif di berbagai belahan dunia. Bahkan, PM China sudah menyampaikan bahwa ekonomi China akan tumbuh di atas 6%, yang artinya ekonomi sudah mulai berjalan lagi,” terangnya. "
19,"Terus melemah, rupiah berada di level Rp 14.365 per dolar AS pada tengah hari ini",https://investasi.kontan.co.id/news/terus-melemah-rupiah-berada-di-level-rp-14365-per-dolar-as-pada-tengah-hari-ini,"KONTAN.CO.ID - JAKARTA. Nilai tukar rupiah di pasar spot terus tertekan hingga perdagangan tengah hari ini. Senin (8/3), rupiah spot berada di level Rp 14.365 per dolar Amerika Serikat (AS). Ini membuat rupiah melemah 0,45% dibandingkan penutupan Jumat (5/3) di Rp 14.300 per dolar AS. Pergerakan rupiah ini pun sejalan dengan seluruh mata uang di kawasan. Hingga pukul 12.00 WIB, won Korea Selatan masih menjadi mata uang dengan pelemahan terdalam di Asia setelah turun 0,69%. Disusul, dolar Taiwan yang melemah 0,59% terhadap the greenback. Selanjutnya, baht Thailand anjlok 0,57% dan ringgit Malaysia koreksi 0,40%. Berikutnya, yuan China dan dolar Singapura terdepresiasi masing-masing 0,22% dan 0,21% pada perdagangan siang ini. Kemudian, peso Filipina turun 0,11%. Diikuti, yen Jepang dan dolar Hong Kong yang sama-sama melemah 0,05% terhadap dolar AS. Sedangkan rupee India terlihat turun tipis 0,005% pada perdagangan tengah hari ini.      "
20,"IHSG melemah 0,19% ke 6.246 pada sesi I hari ini, asing lepas BBCA, DADA, INCO",https://investasi.kontan.co.id/news/ihsg-melemah-019-ke-6246-pada-sesi-i-hari-ini-asing-lepas-bbca-dada-inco,"KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup melemah 11,77 poin atau 0,19% ke 6.246,97 pada akhir perdagangan sesi I hari ini, Senin (8/3). Sebanyak 198 saham naik, 255 saham turun dan 161 saham stagnan. Lima sektor saham selamat ke zona hijau. Sedangkan lima sektor saham lainnya masuk zona merah. Sektor-sektor saham dengan kenaikan terbesar adalah sektor perkebunan yang naik 1,19%, sektor perdagangan naik 0,47% dan sektor industri dasar naik 0,42%. Sedangkan sektor-sektor saham dengan pelemahan terdalam adalah sektor pertambangan yang melemah 2,59%, sektor konstruksi turun 0,53% dan sektor consumer goods turun 0,40%. Total volume perdagangan saham di bursa hingga sesi I hari ini mencapai 17,46 miliar saham dengan total nilai Rp 6,54 triliun. Top gainars LQ45 hingga sesi I hari ini adalah: 1. PT AKR Corporindo Tbk (AKRA) (8,53%)
2. PT United Tractors Tbk (UNTR) (5,96%)
3. PT Jasa Marga (Persero) Tbk (JSMR) (3,95%) Top losers LQ45 hingga sesi I hari ini adalah: 1. PT Vale Indonesia Tbk (INCO) (-5,24%)
2. PT Aneka Tambang Tbk (ANTM) (-4,13%)
3. PT Merdeka Copper Gold Tbk (MDKA) (-3,46%) Investor asing mencatatkan penjualan bersih Rp 164,09 miliar di seluruh pasar. Saham-saham dengan penjualan bersih terbesar asing adalah PT Bank Central Asia Tbk (BBCA) Rp 57,4 miliar, PT Diamond Citra Propertindo Tbk (DADA) Rp 41,8 miliar dan PT Vale Indonesia Tbk (INCO) Rp 41,2 miliar. Sedangkan saham-saham dengan pembelian bersih terbesar asing adalah PT United Tractors Tbk (UNTR) Rp 77,9 miliar, PT Bank Rakyat Indonesia Tbk (BBRI) Rp 54,5 miliar dan PT Telkom Indonesia (Persero) Tbk (TLKM) Rp 10,8 miliar.            "
21,"Kinerja Adaro Energy (ADRO) menurun tahun lalu, begini kata analis",https://investasi.kontan.co.id/news/kinerja-adaro-energy-adro-menurun-tahun-lalu-begini-kata-analis,"KONTAN.CO.ID - JAKARTA. Kinerja PT Adaro Energy Tbk (ADRO) mengalami penurunan sepanjang tahun lalu. Emiten tambang batubara ini membukukan pendapatan US$ 2,53 miliar atau tergerus 27% year on year (yoy) dibanding periode yang sama tahun sebelumnya yang  mencapai US$ 3,45 miliar. Secara volume, penjualan batubara ADRO pada tahun lalu tercatat mencapai 54,14 juta ton, atau turun 9% yoy. Alhasil, penurunan penjualan ini membuat laba bersih yang dapat diatribusikan kepada entitas induk menyusut 63,64% yoy menjadi sebesar US$ 146,92 juta. Sebagai perbandingan, pada tahun 2019 ADRO membukukan laba bersih hingga US$ 404,19 juta. Analis Mirae Asset Sekuritas Indonesia Andy Wibowo Gunawan menilai, pendapatan ADRO pada tahun lalu mencapai 101,3% dari target yang dipasang sekuritas serta mencerminkan 94,9% dari perkiraan konsensus. Di sisi lain, laba bersih ADRO yang menyusut menjadi US$147 juta, masing-masing mencerminkan 100,3% dan 74,0% dari perkiraan Mirae Asset dan target konsensus tahun 2020. “Pencapaian yang lemah ini disebabkan oleh kombinasi antara pendapatan yang lebih rendah dan kerugian lain-lain yang lebih tinggi,” tulis Andy dalam riset, Jumat (5/3). Saat ini, Mirae Asset sedang memperbarui dan meninjau asumsi terhadap saham ADRO. Namun, ada kemungkinan untuk mempertahankan target harga saham ADRO. Hal ini karena ADRO dinilai memiliki cadangan batubara yang melimpah. Dengan asumsi bahwa konstituen Indeks Kompas100 ini memproduksi batubara sebanyak 52,0 juta ton per tahun, Mirae Asset menemukan bahwa umur tambang batubara ADRO akan mencapai lebih dari 20 tahun. Selain itu, ADRO memiliki kestrel yang menghasilkan batubara kokas keras, yang dinilai dapat menjadi mesin pertumbuhan lain selain batubara thermal. Dengan demikian, hal ini juga bisa menjadi keunggulan kompetitif bagi ADRO dalam jangka panjang. Adapun target harga terakhir Mirae Asset untuk ADRO ditetapkan pada Rp 1.765 per saham.    "
